datetime,Strategy,Benchmark Buy & Hold
2017-11-11 00:00:00+00:00,108595.43577999983,389628.37
2017-11-12 00:00:00+00:00,105947.47577999982,380109.6099999999
2017-11-13 00:00:00+00:00,108602.29577999981,389653.02999999997
2017-11-14 00:00:00+00:00,115043.83577999982,412808.77
2017-11-15 00:00:00+00:00,113987.39577999983,409011.13
2017-11-16 00:00:00+00:00,113606.66577999984,407642.5
2017-11-17 00:00:00+00:00,114275.51577999983,410046.85
2017-11-18 00:00:00+00:00,119084.37577999981,427333.50999999995
2017-11-19 00:00:00+00:00,121800.93577999983,437098.87
2017-11-20 00:00:00+00:00,126692.11577999982,454681.44999999995
2017-11-21 00:00:00+00:00,123965.26577999983,444879.1
2017-11-22 00:00:00+00:00,130787.53577999982,469403.47
2017-11-23 00:00:00+00:00,141523.43577999983,507996.37
2017-11-24 00:00:00+00:00,161273.37577999983,578992.51
2017-11-25 00:00:00+00:00,160388.43577999983,575811.37
2017-11-26 00:00:00+00:00,162792.86577999982,584454.7
2017-11-27 00:00:00+00:00,163989.93577999983,588757.87
2017-11-28 00:00:00+00:00,160841.19577999983,577438.9299999999
2017-11-29 00:00:00+00:00,148294.25577999983,532335.79
2017-11-30 00:00:00+00:00,169413.57265999983,537366.4299999999
2017-12-01 00:00:00+00:00,159788.45265999984,571865.77
2017-12-02 00:00:00+00:00,156343.41651999982,567599.59
2017-12-03 00:00:00+00:00,152469.2040999998,573900.22
2017-12-04 00:00:00+00:00,153221.3040999998,576736.12
2017-12-05 00:00:00+00:00,149869.5540999998,564097.87
2017-12-06 00:00:00+00:00,156244.8953799998,533149.57
2017-12-07 00:00:00+00:00,156080.8953799998,533766.07
2017-12-08 00:00:00+00:00,148436.86057999977,572124.7
2017-12-09 00:00:00+00:00,155483.5705799998,599361.67
2017-12-10 00:00:00+00:00,145278.65377999982,550214.29
2017-12-11 00:00:00+00:00,154743.8149799998,639261.55
2017-12-12 00:00:00+00:00,206455.7549799998,853224.04
2017-12-13 00:00:00+00:00,191070.0149799998,877070.26
2017-12-14 00:00:00+00:00,191070.0149799998,869277.7
2017-12-15 00:00:00+00:00,191070.0149799998,852003.37
2017-12-16 00:00:00+00:00,191070.0149799998,865566.37
2017-12-17 00:00:00+00:00,191070.0149799998,902556.37
2017-12-18 00:00:00+00:00,191070.0149799998,971456.41
2017-12-19 00:00:00+00:00,191070.0149799998,1019247.49
2017-12-20 00:00:00+00:00,191070.0149799998,986400.37
2017-12-21 00:00:00+00:00,191070.0149799998,980235.37
2017-12-22 00:00:00+00:00,190724.6709799998,829649.08
2017-12-23 00:00:00+00:00,176183.87097999977,892778.68
2017-12-24 00:00:00+00:00,185041.8309799998,854321.41
2017-12-25 00:00:00+00:00,171458.1109799998,913295.8
2017-12-26 00:00:00+00:00,165134.1400399998,928893.25
2017-12-27 00:00:00+00:00,162427.3000399998,913653.37
2017-12-28 00:00:00+00:00,154012.8820399998,885294.37
2017-12-29 00:00:00+00:00,154543.73591999977,923369.41
2017-12-30 00:00:00+00:00,154678.45991999976,881595.37
2017-12-31 00:00:00+00:00,155708.45991999976,875430.37
2018-01-01 00:00:00+00:00,152220.63997999975,933184.09
